id_muni2020,year,name_muni2020,cl_code_gender,pop_total,pop_age20_39,pop_ageunknown
2201,2020,青森県 青森市,2,147143,22954,5542
2202,2020,青森県 弘前市,2,91215,15716,1044
2203,2020,青森県 八戸市,2,116597,19510,647
2204,2020,青森県 黒石市,2,17157,2690,34
2205,2020,青森県 五所川原市,2,28163,3925,152
2206,2020,青森県 十和田市,2,31693,5073,344
2207,2020,青森県 三沢市,2,19550,3768,204
2208,2020,青森県 むつ市,2,27999,4120,421
2209,2020,青森県 つがる市,2,16571,2199,13
2210,2020,青森県 平川市,2,16379,2539,3
2301,2020,青森県 東津軽郡 平内町,2,5308,643,2
2303,2020,青森県 東津軽郡 今別町,2,1215,93,NA
2304,2020,青森県 東津軽郡 蓬田村,2,1329,152,NA
2307,2020,青森県 東津軽郡 外ヶ浜町,2,2874,240,NA
2321,2020,青森県 西津軽郡 鰺ヶ沢町,2,4899,517,4
2323,2020,青森県 西津軽郡 深浦町,2,3949,347,NA
2343,2020,青森県 中津軽郡 西目屋村,2,676,93,NA
2361,2020,青森県 南津軽郡 藤崎町,2,7825,1304,3
2362,2020,青森県 南津軽郡 大鰐町,2,4731,533,1
2367,2020,青森県 南津軽郡 田舎館村,2,3901,547,1
2381,2020,青森県 北津軽郡 板柳町,2,6894,930,NA
2384,2020,青森県 北津軽郡 鶴田町,2,6521,866,NA
2387,2020,青森県 北津軽郡 中泊町,2,5225,561,NA
2401,2020,青森県 上北郡 野辺地町,2,6598,923,2
2402,2020,青森県 上北郡 七戸町,2,7592,928,2
2405,2020,青森県 上北郡 六戸町,2,5363,830,NA
2406,2020,青森県 上北郡 横浜町,2,2158,300,NA
2408,2020,青森県 上北郡 東北町,2,8582,1156,3
2411,2020,青森県 上北郡 六ヶ所村,2,4457,837,70
2412,2020,青森県 上北郡 おいらせ町,2,12646,2202,164
2423,2020,青森県 下北郡 大間町,2,2343,313,7
2424,2020,青森県 下北郡 東通村,2,2793,387,NA
2425,2020,青森県 下北郡 風間浦村,2,857,86,NA
2426,2020,青森県 下北郡 佐井村,2,905,88,NA
2441,2020,青森県 三戸郡 三戸町,2,4794,545,24
2442,2020,青森県 三戸郡 五戸町,2,8366,1093,NA
2443,2020,青森県 三戸郡 田子町,2,2592,269,1
2445,2020,青森県 三戸郡 南部町,2,8925,1105,1
2446,2020,青森県 三戸郡 階上町,2,6669,1018,87
2450,2020,青森県 三戸郡 新郷村,2,1128,106,NA
3201,2020,岩手県 盛岡市,2,152812,28829,3486
3202,2020,岩手県 宮古市,2,25988,3661,89
3203,2020,岩手県 大船渡市,2,18049,2476,96
3205,2020,岩手県 花巻市,2,48770,7553,271
3206,2020,岩手県 北上市,2,46193,8588,477
3207,2020,岩手県 久慈市,2,17160,2730,225
3208,2020,岩手県 遠野市,2,13144,1741,8
3209,2020,岩手県 一関市,2,57678,8122,248
3210,2020,岩手県 陸前高田市,2,9431,1192,10
3211,2020,岩手県 釜石市,2,16709,2292,60
3213,2020,岩手県 二戸市,2,13520,1904,55
3214,2020,岩手県 八幡平市,2,12514,1650,14
